"naam";"kvk";"rechtsvorm";"straat";"huisnummer";"huisletter";"huisnummerToevoeging";"postcode";"woonplaatsnaam";"landnaam";"zaanvadresinfo";"locatienaam";"lomschrijving";"vestigingsnummer";"lstraat";"lhuisnummer";"lhuisletter";"lhuisnummerToevoeging";"lpostcode";"lwoonplaatsnaam";"llandnaam";"laanvadresinfo";"isaccommodatie";"iswzd";"iswvggz";"aantekeningingang";"aantekeningeinde";"zvbejegening";"zvverzorging";"zvverpleging";"zvbehandeling";"zvbegeleiding";"zvbescherming";"zvvochtvoedingmedicatie";"zvmedishcecontroles";"zvbeperkenbewegingsvrijheid";"zvinsluiten";"zvtoezicht";"zvonderzoekkledinglichaam";"zvonderzoekwoonruimte";;"zvbeperkeneigenleven";"zvbeperkenbezoek";"zvopnemen";"zvtijdelijkverblijf"
"Stichting Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie";41166027;"Stichting";"Endegeesterstraatweg ";"27";;;"2342 AK";"Oegstgeest";"Nederland";;"Stichting Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie, locatie Endegeesterstraatweg 27B";;21975566;"Endegeesterstraatweg ";"27";"B";;"2342 AK";"Oegstgeest";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie";41166027;"Stichting";"Endegeesterstraatweg ";"27";;;"2342 AK";"Oegstgeest";"Nederland";;"Stichting Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie, locatie Endegeesterstraatweg 27C";;21975566;"Endegeesterstraatweg ";"27";"C";;"2342 AK";"Oegstgeest";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie";41166027;"Stichting";"Endegeesterstraatweg ";"27";;;"2342 AK";"Oegstgeest";"Nederland";;"Stichting Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie, locatie Endegeesterstraatweg 27D";;21975566;"Endegeesterstraatweg ";"27";"D";;"2342 AK";"Oegstgeest";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie";41166027;"Stichting";"Endegeesterstraatweg ";"27";;;"2342 AK";"Oegstgeest";"Nederland";;"Stichting Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie, locatie Endegeesterstraatweg 27E";;21975566;"Endegeesterstraatweg ";"27";"E";;"2342 AK";"Oegstgeest";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie";41166027;"Stichting";"Endegeesterstraatweg ";"27";;;"2342 AK";"Oegstgeest";"Nederland";;"Stichting Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie, locatie Endegeesterstraatweg 27F";;21975566;"Endegeesterstraatweg ";"27";"F";;"2342 AK";"Oegstgeest";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie";41166027;"Stichting";"Endegeesterstraatweg ";"27";;;"2342 AK";"Oegstgeest";"Nederland";;"Stichting Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie, locatie Endegeesterstraatweg 27G";;21975566;"Endegeesterstraatweg ";"27";"G";;"2342 AK";"Oegstgeest";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie";41166027;"Stichting";"Endegeesterstraatweg ";"27";;;"2342 AK";"Oegstgeest";"Nederland";;"Stichting Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie, locatie Endegeesterstraatweg 27H";;21975566;"Endegeesterstraatweg ";"27";"H";;"2342 AK";"Oegstgeest";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie";41166027;"Stichting";"Endegeesterstraatweg ";"27";;;"2342 AK";"Oegstgeest";"Nederland";;"Stichting Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie, locatie Endegeesterstraatweg 27I";;21975566;"Endegeesterstraatweg ";"27";"I";;"2342 AK";"Oegstgeest";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie";41166027;"Stichting";"Endegeesterstraatweg ";"27";;;"2342 AK";"Oegstgeest";"Nederland";;"Stichting Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie, locatie Endegeesterstraatweg 27J";;21975566;"Endegeesterstraatweg ";"27";"J";;"2342 AK";"Oegstgeest";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting de Bascule";34200597;"Stichting";"Rijksstraatweg ";"145";;;"1115 AP";"Duivendrecht";"Nederland";;"Stichting de Bascule, locatie Meibergdreef 5";;20895534;"Meibergdreef ";"5";;;"1105 AZ";"Amsterdam";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting de Bascule";34200597;"Stichting";"Rijksstraatweg ";"145";;;"1115 AP";"Duivendrecht";"Nederland";;"Stichting de Bascule, locatie Rijksstraatweg 145";;20895518;"Rijksstraatweg ";"145";;;"1115 AP";"Duivendrecht";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting De Forensische Zorgspecialisten";41184520;"Stichting";"Willem Dreeslaan ";"2";;;"3515 GB";"Utrecht";"Nederland";;"Stichting De Forensische Zorgspecialisten, locatie Utrechtseweg 270";;;"Utrechtseweg ";"270";;;"3818 EV";"Amersfoort";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting De Forensische Zorgspecialisten";41184520;"Stichting";"Willem Dreeslaan ";"2";;;"3515 GB";"Utrecht";"Nederland";;"Van der Hoeven Kliniek (loc. De Voorde)";;28038193;"Utrechtseweg ";"272";"a";;"3818 EV";"Amersfoort";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting De Forensische Zorgspecialisten";41184520;"Stichting";"Willem Dreeslaan ";"2";;;"3515 GB";"Utrecht";"Nederland";;"Stichting De Forensische Zorgspecialisten, locatie Utrechtseweg 282";;;"Utrechtseweg ";"282";;;"3818 EV";"Amersfoort";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting De Forensische Zorgspecialisten";41184520;"Stichting";"Willem Dreeslaan ";"2";;;"3515 GB";"Utrecht";"Nederland";;"Stichting De Forensische Zorgspecialisten, locatie Utrechtseweg 288";;;"Utrechtseweg ";"288";;;"3818 EV";"Amersfoort";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting De Forensische Zorgspecialisten";41184520;"Stichting";"Willem Dreeslaan ";"2";;;"3515 GB";"Utrecht";"Nederland";;"Stichting De Forensische Zorgspecialisten, locatie Utrechtseweg 290";;;"Utrechtseweg ";"290";;;"3818 EV";"Amersfoort";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting De Forensische Zorgspecialisten";41184520;"Stichting";"Willem Dreeslaan ";"2";;;"3515 GB";"Utrecht";"Nederland";;"Van der Hoeven Kliniek-KIB";;38041413;"Oudlaan ";"7";;;"3515 GA";"Utrecht";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting FPC De Kijvelanden";41133849;"Stichting";"Kijvelandsekade ";"1";;;"3172 AB";"Poortugaal";"Nederland";;"Stichting FPC De Kijvelanden, locatie Kijvelandsekade 1";;23708808;"Kijvelandsekade ";"1";;;"3172 AB";"Poortugaal";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Forensisch Psychiatrisch Centrum De Rooyse Wissel";41064747;"Stichting";"Wanssumseweg ";"12";"a";;"5807 EA";"Oostrum";"Nederland";;"Stichting Forensisch Psychiatrisch Centrum De Rooyse Wissel, locatie Wanssumseweg 12a";;24588644;"Wanssumseweg ";"12";"a";;"5807 EA";"Oostrum";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Deventer Ziekenhuis";41244295;"Stichting";"Nico Bolkesteinlaan ";"75";;;"7416 SE ";"Deventer";"Nederland";;"Stichting Deventer Ziekenhuis, locatie H.J.Ph. Fesevurstraat 7";;;"H.J.Ph. Fesevurstraat ";"7";;;"7415 CM";"Deventer";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Dienst Justitiële Inrichtingen";27378768;;"Turfmarkt ";"147";;;"2511 DP";"Den Haag";"Nederland";;"FPC Oostvaarderskliniek ";;25354817;"Carl Barksweg ";"3";;;"1336 ZL";"Almere Buiten-Oost";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Dienst Justitiële Inrichtingen";27378768;;"Turfmarkt ";"147";;;"2511 DP";"Den Haag";"Nederland";;"Centrum voor Transculturele Psychiatrie Veldzicht";;25364073;"Ommerweg ";"67";;;"7707 AT";"Avereest Balkbrug";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Dimence Groep";08167519;"Stichting";"Nico Bolkesteinlaan ";"1";;;"7416 SB";"Deventer";"Nederland";;"Stichting Dimence Groep, locatie Nico Bolkensteinlaan 1";;29141699;"Nico Bolkensteinlaan ";"1";;;"7416 SB";"Deventer";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Dimence Groep";08167519;"Stichting";"Nico Bolkesteinlaan ";"1";;;"7416 SB";"Deventer";"Nederland";;"Stichting Dimence Groep, locatie Monumentstraat 62";;29730619;"Monumentstraat ";"62";;;"8102 AM";"Raalte";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Dimence Groep";08167519;"Stichting";"Nico Bolkesteinlaan ";"1";;;"7416 SB";"Deventer";"Nederland";;"Stichting Dimence Groep, locatie Hagenvoordestraat 9";;29723426;"Hagenvoordestraat ";"9";;;"8043 WG";"Zwolle";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Dimence Groep";08167519;"Stichting";"Nico Bolkesteinlaan ";"1";;;"7416 SB";"Deventer";"Nederland";;"Stichting Dimence Groep, locatie Dr. van Thienenweg 2";;;"Dr. van Thienenweg ";"2";;;"8025 AL";"Zwolle";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Dimence Groep";08167519;"Stichting";"Nico Bolkesteinlaan ";"1";;;"7416 SB";"Deventer";"Nederland";;"Stichting Dimence Groep, locatie Grasdorpstraat 6";;29142121;"Grasdorpstraat ";"6";;;"8012 EN";"Zwolle";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Dimence Groep";08167519;"Stichting";"Nico Bolkesteinlaan ";"1";;;"7416 SB";"Deventer";"Nederland";;"Stichting Dimence Groep, locatie Haven Noordzijde 45";;33422419;"Haven Noordzijde ";"45";;;"7607 ES";"Almelo";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Dimence Groep";08167519;"Stichting";"Nico Bolkesteinlaan ";"1";;;"7416 SB";"Deventer";"Nederland";;"Stichting Dimence Groep, locatie Nico Bolkensteinlaan 65";;29141788;"Nico Bolkensteinlaan ";"65";;;"7416 SE";"Deventer";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Dimence Groep";08167519;"Stichting";"Nico Bolkesteinlaan ";"1";;;"7416 SB";"Deventer";"Nederland";;"Stichting Dimence Groep, locatie Eerdelaan 45";;29142067;"Eerdelaan ";"45";;;"8043 RR";"Zwolle";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Forensisch Psychiatrisch Centrum Dr. S. van Mesdag";02100277;"Stichting";"Helperlinie ";"2";;;"9722 AZ";"Groningen";"Nederland";;"Stichting Forensisch Psychiatrisch Centrum Dr. S. van Mesdag, locatie Helperlinie 2";;33920133;"Helperlinie ";"2";;;"9722 AZ";"Groningen";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Eleos, Stichting Gereformeerde Geestelijke Gezondheidszorg";32078404;"Stichting";"Printerweg ";"21";;;"3821 AP";"Amersfoort";"Nederland";;"Eleos, Stichting Gereformeerde Geestelijke Gezondheidszorg, locatie Duinweg 1";;22640746;"Duinweg ";"1";;;"3735 LA";"Bosch En Duin";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Erasmus Medisch Centrum";24485070;;"Dr. Molewaterplein ";"40";;;"3015 GD";"Rotterdam";"Nederland";;"Erasmus Medisch Centrum, locatie Dr. Molewaterplein 40";;07879342;"Dr. Molewaterplein ";"40";;;"3015 GD";"Rotterdam";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Erasmus Medisch Centrum";24485070;;"Dr. Molewaterplein ";"40";;;"3015 GD";"Rotterdam";"Nederland";;"Erasmus Medisch Centrum, locatie Wytemaweg 8";;;"Wytemaweg ";"8";;;"3015 CN";"Rotterdam";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Elisabeth-TweeSteden Ziekenhuis";41095510;"Stichting";"Hilvarenbeekseweg ";"60";;;"5022 GC";"Tilburg";"Nederland";;"Stichting Elisabeth-TweeSteden Ziekenhuis, locatie Hilvarenbeekseweg 60";;33738262;"Hilvarenbeekseweg ";"60";;;"5022 GC";"Tilburg";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Elisabeth-TweeSteden Ziekenhuis";41095510;"Stichting";"Hilvarenbeekseweg ";"60";;;"5022 GC";"Tilburg";"Nederland";;"Stichting Elisabeth-TweeSteden Ziekenhuis, locatie Dr. Deelenlaan 5";;33763461;"Dr. Deelenlaan ";"5";;;"5042 AD";"Tilburg";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Fivoor B.V.";61980080;"B.V.";"Diergaardesingel ";"69";"A";;"3014 AE";"Rotterdam";"Nederland";;"Fivoor B.V., locatie Nico Broekhuysenlaan 5";;;"Nico Broekhuysenlaan ";"5";;;"2553 PV";"Den Haag";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Fivoor B.V.";61980080;"B.V.";"Diergaardesingel ";"69";"A";;"3014 AE";"Rotterdam";"Nederland";;"Forensische Psychiatrische Afdeling Den Haag";;40462269;"Nico Broekhuysenlaan ";"45";;;"2553 PV";"Den Haag";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Fivoor B.V.";61980080;"B.V.";"Diergaardesingel ";"69";"A";;"3014 AE";"Rotterdam";"Nederland";;"Fivoor B.V., locatie Distelvlinder 2";;;"Distelvlinder ";"2";;;"3734 AA";"Den Dolder";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Fivoor B.V.";61980080;"B.V.";"Diergaardesingel ";"69";"A";;"3014 AE";"Rotterdam";"Nederland";;"Top Referent Trauma Centrum";;40470997;"Fenny ten Boschstraat ";"23";;;"2553 PT";"Den Haag";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Fivoor B.V.";61980080;"B.V.";"Diergaardesingel ";"69";"A";;"3014 AE";"Rotterdam";"Nederland";;"Duurzaam verblijf verslaafden";;40470989;"Mangostraat ";"5";;;"2552 KS";"Den Haag";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Fivoor B.V.";61980080;"B.V.";"Diergaardesingel ";"69";"A";;"3014 AE";"Rotterdam";"Nederland";;"Forensische Psychiatrische Afdeling Utrecht";;40462285;"Distelvlinder ";"5";;;"3734 AA";"Den Dolder";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Fivoor B.V.";61980080;"B.V.";"Diergaardesingel ";"69";"A";;"3014 AE";"Rotterdam";"Nederland";;"Wier";;40471012;"Citroenvlinder ";"4";;;"3734 AD";"Den Dolder";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Fivoor B.V.";61980080;"B.V.";"Diergaardesingel ";"69";"A";;"3014 AE";"Rotterdam";"Nederland";;"Fivoor B.V., locatie Marterlaan 10";;;"Marterlaan ";"10";;;"3734 HA";"Den Dolder";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Fivoor B.V.";61980080;"B.V.";"Diergaardesingel ";"69";"A";;"3014 AE";"Rotterdam";"Nederland";;"Fivoor B.V., locatie Dagpauwoog 1";;40471020;"Dagpauwoog ";"1";;;"3734 AE";"Den Dolder";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Fivoor B.V.";61980080;"B.V.";"Diergaardesingel ";"69";"A";;"3014 AE";"Rotterdam";"Nederland";;"Fivoor B.V., locatie Rijnstraat 20";;;"Rijnstraat ";"20";;;"3911 KS";"Rhenen";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Fivoor B.V.";61980080;"B.V.";"Diergaardesingel ";"69";"A";;"3014 AE";"Rotterdam";"Nederland";;"Fivoor B.V., locatie Rijnstraat 22";;;"Rijnstraat ";"22";;;"3911 KS";"Rhenen";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Fivoor B.V.";61980080;"B.V.";"Diergaardesingel ";"69";"A";;"3014 AE";"Rotterdam";"Nederland";;"Forensische Psychiatrische Afdeling";;40462277;"Kijvelandsekade ";"1";;;"3172 AB";"Poortugaal";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Fivoor B.V.";61980080;"B.V.";"Diergaardesingel ";"69";"A";;"3014 AE";"Rotterdam";"Nederland";;"Forensische Psychiatrische Kliniek";;40462293;"Kijvelandsekade ";"1";;;"3172 AB";"Poortugaal";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Fivoor B.V.";61980080;"B.V.";"Diergaardesingel ";"69";"A";;"3014 AE";"Rotterdam";"Nederland";;"Fivoor B.V., locatie Albrandswaardsedijk 74";;;"Albrandswaardsedijk ";"74";;;"3172 AA";"Poortugaal";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Gelre Ziekenhuizen";08083266;"Stichting";"Albert Schweitzerlaan ";"31";;;"7334 DZ";"Apeldoorn";"Nederland";;"Stichting Gelre Ziekenhuizen, locatie Sprengenweg 70";;22507140;"Sprengenweg ";"70";;;"7314 ET";"Apeldoorn";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting Geriant";37107647;"Stichting";"Titanialaan ";"15";"a";;"1702 AZ";"Heerhugowaard";"Nederland";;"Stichting Geriant, locatie Titanialaan 15";;22106820;"Titanialaan ";"15";;;"1702 AZ";"Heerhugowaard";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting GGz Breburg Groep";18085169;"Stichting";"Jan Wierhof ";"7";;;"5017 JD";"Tilburg";"Nederland";;"Stichting GGz Breburg Groep, locatie Piet Heinstraat 1";;;"Piet Heinstraat ";"1";;;"5021 VN";"Tilburg";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting GGz Breburg Groep";18085169;"Stichting";"Jan Wierhof ";"7";;;"5017 JD";"Tilburg";"Nederland";;"Stichting GGz Breburg Groep, locatie Jan Wierhof 1";;;"Jan Wierhof ";"1";;;"5017 JD";"Tilburg";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting GGz Breburg Groep";18085169;"Stichting";"Jan Wierhof ";"7";;;"5017 JD";"Tilburg";"Nederland";;"Stichting GGz Breburg Groep, locatie Jan Wierhof 3";;;"Jan Wierhof ";"3";;;"5017 JD";"Tilburg";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting GGz Breburg Groep";18085169;"Stichting";"Jan Wierhof ";"7";;;"5017 JD";"Tilburg";"Nederland";;"Stichting GGz Breburg Groep, locatie Jan Wierhof 5";;;"Jan Wierhof ";"5";;;"5017 JD";"Tilburg";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting GGz Breburg Groep";18085169;"Stichting";"Jan Wierhof ";"7";;;"5017 JD";"Tilburg";"Nederland";;"Stichting GGz Breburg Groep, locatie Jan Wierhof 7";;23261080;"Jan Wierhof ";"7";;;"5017 JD";"Tilburg";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting GGz Breburg Groep";18085169;"Stichting";"Jan Wierhof ";"7";;;"5017 JD";"Tilburg";"Nederland";;"Stichting GGz Breburg Groep, locatie Mendelssohnstraat 21a";;23261102;"Mendelssohnstraat ";"21";"a";;"5011 PA";"Tilburg";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting GGz Breburg Groep";18085169;"Stichting";"Jan Wierhof ";"7";;;"5017 JD";"Tilburg";"Nederland";;"Stichting GGz Breburg Groep, locatie Korvelseweg 187";;;"Korvelseweg ";"187";;;"5025 EJ";"Tilburg";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting GGz Breburg Groep";18085169;"Stichting";"Jan Wierhof ";"7";;;"5017 JD";"Tilburg";"Nederland";;"Stichting GGz Breburg Groep, locatie Muiderslotstraat 150";;23258950;"Muiderslotstraat ";"150";;;"4834 KN";"Breda";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting GGz Breburg Groep";18085169;"Stichting";"Jan Wierhof ";"7";;;"5017 JD";"Tilburg";"Nederland";;"Stichting GGz Breburg Groep, locatie Heuvelstraat 13";;;"Heuvelstraat ";"13";;;"5101 TB";"Dongen";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting GGz Breburg Groep";18085169;"Stichting";"Jan Wierhof ";"7";;;"5017 JD";"Tilburg";"Nederland";;"Stichting GGz Breburg Groep, locatie Heuvelstraat 15";;;"Heuvelstraat ";"15";;;"5101 TB";"Dongen";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting GGz Breburg Groep";18085169;"Stichting";"Jan Wierhof ";"7";;;"5017 JD";"Tilburg";"Nederland";;"Stichting GGz Breburg Groep, locatie Heuvelstraat 17";;;"Heuvelstraat ";"17";;;"5101 TB";"Dongen";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting GGz Breburg Groep";18085169;"Stichting";"Jan Wierhof ";"7";;;"5017 JD";"Tilburg";"Nederland";;"Stichting GGz Breburg Groep, locatie Heuvelstraat 19";;;"Heuvelstraat ";"19";;;"5101 TB";"Dongen";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting GGz Breburg Groep";18085169;"Stichting";"Jan Wierhof ";"7";;;"5017 JD";"Tilburg";"Nederland";;"Stichting GGz Breburg Groep, locatie Heuvelstraat 21";;;"Heuvelstraat ";"21";;;"5101 TB";"Dongen";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting GGz Breburg Groep";18085169;"Stichting";"Jan Wierhof ";"7";;;"5017 JD";"Tilburg";"Nederland";;"Stichting GGz Breburg Groep, locatie Heuvelstraat 23";;;"Heuvelstraat ";"23";;;"5101 TB";"Dongen";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting GGz Breburg Groep";18085169;"Stichting";"Jan Wierhof ";"7";;;"5017 JD";"Tilburg";"Nederland";;"Stichting GGz Breburg Groep, locatie Heuvelstraat 25";;;"Heuvelstraat ";"25";;;"5101 TB";"Dongen";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
"Stichting GGz Breburg Groep";18085169;"Stichting";"Jan Wierhof ";"7";;;"5017 JD";"Tilburg";"Nederland";;"Stichting GGz Breburg Groep, locatie Heuvelstraat 27";;;"Heuvelstraat ";"27";;;"5101 TB";"Dongen";"Nederland";;"ja ";;"ja ";Nov 1, 19;;;;;;;;"ja";;"ja";"ja";;;;;;;"ja";"ja"
